nid,Sequence,Judge Name,Court Type,Court Name,Appointment Title,Appointing President,Party of Appointing President,Reappointing President,Party of Reappointing President,ABA Rating,Seat ID,Statute Authorizing New Seat,Recess Appointment Date,Nomination Date,Committee Referral Date,Hearing Date,Judiciary Committee Action,Committee Action Date,Senate Vote Type,Ayes/Nays,Confirmation Date,Commission Date,"Service as Chief Judge, Begin","Service as Chief Judge, End","2nd Service as Chief Judge, Begin","2nd Service as Chief Judge, End",Senior Status Date,Termination,Termination Date
1382926,1,"Jones, Napoleon A., Jr.",U.S. District Court,U.S. District Court for the Southern District of California,Judge,William J. Clinton,Democratic,,,Qualified,CASD2102, ,,1994-06-08,1994-06-08,1994-08-11,Reported (favorably),1994-08-25,Voice,  ,1994-09-14,1994-09-15,,,,,2007-09-19,Death,2009-12-12
1382931,1,"Jones, Nathaniel Raphael",U.S. Court of Appeals,U.S. Court of Appeals for the Sixth Circuit,Judge,Jimmy Carter,Democratic,,,Qualified,CA60802, ,,1979-08-28,1979-09-05,1979-09-21,Reported (favorably),1979-10-02,Voice,  ,1979-10-04,1979-10-05,,,,,1995-05-13,Retirement,2002-03-30
1382936,1,"Jones, Okla II",U.S. District Court,U.S. District Court for the Eastern District of Louisiana,Judge,William J. Clinton,Democratic,,,Qualified,LAED0311, ,,1994-08-25,1994-08-25,1994-10-06,Reported (favorably),1994-10-06,Voice,  ,1994-10-07,1994-10-11,,,,,,Death,1996-01-08
1392636,1,"Jones, Richard A.",U.S. District Court,U.S. District Court for the Western District of Washington,Judge,George W. Bush,Republican,,,Well Qualified,WAWD0207, ,,2007-03-19,2007-03-19,2007-07-19,Reported (favorably),2007-09-06,Voice,  ,2007-10-04,2007-10-29,,,,,,,
1392041,1,"Jones, Robert Clive",U.S. District Court,U.S. District Court for the District of Nevada,Judge,George W. Bush,Republican,,,Well Qualified,NVD0403, ,,2003-06-09,2003-06-09,2003-09-03,Reported (favorably),2003-09-25,Voice,  ,2003-10-02,2003-11-30,2011,2014,,,2016-02-01,,
1382946,1,"Jones, Robert Edward",U.S. District Court,U.S. District Court for the District of Oregon,Judge,George H.W. Bush,Republican,,,Well Qualified,ORD0303, ,,1990-02-20,1990-02-20,1990-04-04,Reported (favorably),1990-04-26,Voice,  ,1990-04-27,1990-04-30,,,,,2000-05-01,,
1382951,1,"Jones, Shirley Brannock",U.S. District Court,U.S. District Court for the District of Maryland,Judge,Jimmy Carter,Democratic,,,Qualified,MDD1001,92 Stat. 1629,,1979-05-22,1979-05-22,1979-09-20,Reported (favorably),1979-10-02,Voice,  ,1979-10-04,1979-10-05,,,,,,Resignation,1982-12-31
1393626,1,"Jones, Steve CarMichael",U.S. District Court,U.S. District Court for the Northern District of Georgia,Judge,Barack Obama,Democratic,,,Well Qualified,GAND0604, ,,2011-01-05,2011-01-05,,Reported (favorably),2011-02-03,Roll Call, 90/0,2011-02-28,2011-03-03,,,,,,,
1392596,1,"Jonker, Robert James",U.S. District Court,U.S. District Court for the Western District of Michigan,Judge,George W. Bush,Republican,,,Well Qualified,MIWD0602, ,,2007-03-19,2007-03-19,,Reported (favorably),2007-06-07,Voice,  ,2007-07-09,2007-07-16,2015,,,,,,
1390991,1,"Jordan, Adalberto Jose",U.S. District Court,U.S. District Court for the Southern District of Florida,Judge,William J. Clinton,Democratic,,,Well Qualified,FLSD1003, ,,1999-03-15,1999-03-15,1999-07-13,Reported (favorably),1999-07-22,Roll Call, 93/1,1999-09-08,1999-09-09,,,,,,Appointment to Another Judicial Position,2012-02-24
1390991,2,"Jordan, Adalberto Jose",U.S. Court of Appeals,U.S. Court of Appeals for the Eleventh Circuit,Judge,Barack Obama,Democratic,,,Well Qualified,CA111203, ,,2011-08-02,2011-08-02,2011-09-20,Reported (favorably),2011-10-13,Roll Call, 94/5,2012-02-15,2012-02-17,,,,,,,
1392466,1,"Jordan, Daniel Porter III",U.S. District Court,U.S. District Court for the Southern District of Mississippi,Judge,George W. Bush,Republican,,,Qualified,MSSD0109, ,,2006-04-24,2006-04-24,2006-06-15,Reported (favorably),2006-07-13,Voice,  ,2006-07-20,2006-08-07,2017,,,,,,
1391706,1,"Jordan, Kent A.",U.S. District Court,U.S. District Court for the District of Delaware,Judge,George W. Bush,Republican,,,Well Qualified,DED0304, ,,2002-07-25,2002-07-25,2002-09-18,Reported (favorably),2002-10-08,Voice,  ,2002-11-14,2002-11-15,,,,,,Appointment to Another Judicial Position,2006-12-15
1391706,2,"Jordan, Kent A.",U.S. Court of Appeals,U.S. Court of Appeals for the Third Circuit,Judge,George W. Bush,Republican,,,Well Qualified,CA30604, ,,2006-06-28,2006-06-28,2006-09-06,Reported (favorably),2006-09-26,Roll Call, 91/0,2006-12-08,2006-12-13,,,,,,,
1382981,1,"Jordan, Robert Leon",U.S. District Court,U.S. District Court for the Eastern District of Tennessee,Judge,Ronald Reagan,Republican,,,Qualified,TNED0111, ,,1988-07-25,1988-07-25,1988-10-04,Reported (favorably),1988-10-05,Voice,  ,1988-10-14,1988-10-17,,,,,2001-11-30,,
6834676,1,"Jordan, Sean D.",U.S. District Court,U.S. District Court for the Eastern District of Texas,Judge,Donald J. Trump,Republican,,,Well Qualified,TXED0303,,,2019-01-17,2019-01-17,2019-03-05,Reported (favorably),2019-04-04,Roll Call, 54/34,2019-07-30,2019-08-20,,,,,,,
1391451,1,"Jorgenson, Cindy K.",U.S. District Court,U.S. District Court for the District of Arizona,Judge,George W. Bush,Republican,,,Well Qualified,AZD1201,113 Stat. 1501,,2001-09-10,2001-09-10,2002-01-24,Reported (favorably),2002-02-07,Roll Call, 98/0,2002-02-26,2002-03-06,,,,,2018-04-06,,
8653141,1,"Joseph, David Cleveland",U.S. District Court,U.S. District Court for the Western District of Louisiana,Judge,Donald J. Trump,Republican,,,Well Qualified,LAWD0604,,,2020-01-06,2020-01-06,2020-01-08,Reported (favorably),2020-05-14,Roll Call, 55/42,2020-07-28,2020-07-31,,,,,,,
1382991,1,"Joyner, J. Curtis",U.S. District Court,U.S. District Court for the Eastern District of Pennsylvania,Judge,George H.W. Bush,Republican,,,Well Qualified,PAED2601,104 Stat. 5089,,1991-11-05,1991-11-05,1992-03-17,Reported (favorably),1992-04-08,Voice,  ,1992-04-08,1992-04-13,2011,2013,,,2013-05-01,,
5373566,1,"Juneau, Michael Joseph",U.S. District Court,U.S. District Court for the Western District of Louisiana,Judge,Donald J. Trump,Republican,,,Qualified,LAWD0505,,,2018-01-08,2018-01-08,,Reported (favorably),2018-01-18,Roll Call, 54/41,2018-10-11,2018-10-17,,,,,,,
1391786,1,"Junell, Robert A.",U.S. District Court,U.S. District Court for the Western District of Texas,Judge,George W. Bush,Republican,,,Qualified,TXWD0602, ,,2003-01-07,2003-01-07,2003-01-29,Reported (favorably),2003-02-06,Roll Call, 91/0,2003-02-10,2003-02-12,,,,,2015-02-13,,
5197976,1,"Jung, William Frederic",U.S. District Court,U.S. District Court for the Middle District of Florida,Judge,Donald J. Trump,Republican,,,Well Qualified,FLMD0504,,,2017-12-21,2017-12-21,2018-02-14,Reported (favorably),2018-03-15,Voice,,2018-09-06,2018-09-10,,,,,,,
6631056,1,"Kacsmaryk, Matthew Joseph",U.S. District Court,U.S. District Court for the Northern District of Texas,Judge,Donald J. Trump,Republican,,,Qualified,TXND1002,,,2019-01-23,2019-01-23,,Reported (favorably),2019-02-07,Roll Call, 52/46,2019-06-19,2019-06-21,,,,,,,
1393281,1,"Kagan, Elena",Supreme Court,Supreme Court of the United States,Associate Justice,Barack Obama,Democratic,,,Well Qualified,SCT0513, ,,2010-05-10,2010-05-10,2010-06-28,Reported (favorably),2010-07-20,Roll Call, 63/37,2010-08-05,2010-08-06,,,,,,,
1383026,1,"Kahn, Lawrence E.",U.S. District Court,U.S. District Court for the Northern District of New York,Judge,William J. Clinton,Democratic,,,Qualified,NYND0402, ,,1996-04-18,1996-04-18,1996-06-25,Reported (favorably),1996-06-26,Voice,  ,1996-07-16,1996-08-01,,,,,2007-08-01,,
1392961,1,"Kallon, Abdul K.",U.S. District Court,U.S. District Court for the Northern District of Alabama,Judge,Barack Obama,Democratic,,,Well Qualified,ALND0902, ,,2009-07-31,2009-07-31,2009-11-04,Reported (favorably),2009-11-19,Voice,  ,2009-11-21,2010-01-04,,,,,,,
1383051,1,"Kane, John L., Jr.",U.S. District Court,U.S. District Court for the District of Colorado,Judge,Jimmy Carter,Democratic,,,Well Qualified,COD0203, ,,1977-11-02,1977-11-02,1977-11-18,Reported (favorably),1977-12-07,Voice,  ,1977-12-15,1977-12-16,,,,,1988-04-08,,
1390816,1,"Kane, Yvette",U.S. District Court,U.S. District Court for the Middle District of Pennsylvania,Judge,William J. Clinton,Democratic,,,Qualified,PAMD0503, ,,1998-06-04,1998-06-04,1998-10-06,Reported (favorably),1998-10-08,Voice,  ,1998-10-21,1998-10-22,2006,2013,,,2018-10-11,,
1383056,1,"Kanne, Michael Stephen",U.S. District Court,U.S. District Court for the Northern District of Indiana,Judge,Ronald Reagan,Republican,,,Qualified,INND0303, ,,1981-12-04,1981-12-04,1982-01-27,Reported (favorably),1982-02-02,Voice,  ,1982-02-08,1982-02-09,,,,,,Appointment to Another Judicial Position,1987-05-21
1383056,2,"Kanne, Michael Stephen",U.S. Court of Appeals,U.S. Court of Appeals for the Seventh Circuit,Judge,Ronald Reagan,Republican,,,Qualified,CA70803, ,,1987-02-02,1987-02-02,1987-04-28,Reported (favorably),1987-05-19,Voice,  ,1987-05-19,1987-05-20,,,,,,,
1392566,1,"Kapala, Frederick J.",U.S. District Court,U.S. District Court for the Northern District of Illinois,Judge,George W. Bush,Republican,,,Well Qualified,ILND2302, ,,2007-01-09,2007-01-09,2007-03-13,Reported (favorably),2007-04-25,Roll Call, 91/0,2007-05-08,2007-05-10,,,,,2019-05-10,,
1383061,1,"Kaplan, Lewis A.",U.S. District Court,U.S. District Court for the Southern District of New York,Judge,William J. Clinton,Democratic,,,Well Qualified,NYSD2703, ,,1994-05-05,1994-05-05,1994-06-21,Reported (favorably),1994-08-04,Voice,  ,1994-08-09,1994-08-10,,,,,2011-02-01,,
1392121,1,"Karas, Kenneth M.",U.S. District Court,U.S. District Court for the Southern District of New York,Judge,George W. Bush,Republican,,,Well Qualified,NYSD2404, ,,2003-09-18,2003-09-18,2003-11-19,Reported (favorably),2004-03-04,Roll Call, 95/0,2004-06-03,2004-06-13,,,,,,,
1383066,1,"Karlton, Lawrence K.",U.S. District Court,U.S. District Court for the Eastern District of California,Judge,Jimmy Carter,Democratic,,,Qualified,CAED0302, ,,1979-06-05,1979-06-05,1979-07-09,Reported (favorably),1979-07-17,Voice,  ,1979-07-23,1979-07-24,1983,1990,,,2000-05-28,Death,2015-07-11
1390366,1,"Kashiwa, Shiro",Other,Court of Claims,Judge,Richard M. Nixon,Republican,,,Qualified,CLMS0309, ,,1971-11-30,1971-11-30,1971-12-02,Reported (favorably),1971-12-02,Voice,  ,1971-12-02,1972-01-03,,,,,,Reassignment,1982-10-01
4022736,1,"Katsas, Gregory George",U.S. Court of Appeals,U.S. Court of Appeals for the District of Columbia Circuit,Judge,Donald J. Trump,Republican,,,Well Qualified,CADC0706,,,2017-09-07,2017-09-07,2017-10-17,Reported (favorably),2017-11-09,Roll Call, 50/48,2017-11-28,2017-12-08,,,,,,,
1383071,1,"Katz, David A.",U.S. District Court,U.S. District Court for the Northern District of Ohio,Judge,William J. Clinton,Democratic,,,Not Qualified,OHND0306, ,,1994-08-12,1994-08-12,1994-09-28,Reported (favorably),1994-10-05,Voice,  ,1994-10-07,1994-10-11,,,,,2005-01-01,Death,2016-07-26
1383076,1,"Katz, Marvin",U.S. District Court,U.S. District Court for the Eastern District of Pennsylvania,Judge,Ronald Reagan,Republican,,,Well Qualified,PAED1202, ,,1983-06-21,1983-06-21,1983-07-22,Reported (favorably),1983-08-03,Voice,  ,1983-08-04,1983-08-06,,,,,1997-08-26,Death,2010-10-12
1394861,1,"Katzmann, Gary S.",Other,U.S. Court of International Trade,Judge,Barack Obama,Democratic,,,Well Qualified,CIT0603, ,,2015-07-30,2015-07-30,2016-01-27,Reported (favorably),2016-04-07,Voice,  ,2016-06-06,2016-09-15,,,,,,,
1390976,1,"Katzmann, Robert A.",U.S. Court of Appeals,U.S. Court of Appeals for the Second Circuit,Judge,William J. Clinton,Democratic,,,Well Qualified,CA21202, ,,1999-03-08,1999-03-08,1999-06-16,Reported (favorably),1999-07-01,Voice,  ,1999-07-14,1999-07-16,2013,2020,,,,,
1390516,1,"Kauffman, Bruce William",U.S. District Court,U.S. District Court for the Eastern District of Pennsylvania,Judge,William J. Clinton,Democratic,,,Well Qualified,PAED1703, ,,1997-07-31,1997-07-31,1997-09-05,Reported (favorably),1997-11-06,Voice,  ,1997-11-08,1997-11-12,,,,,2008-02-11,Retirement,2009-07-20
1392406,1,"Kavanaugh, Brett M.",U.S. Court of Appeals,U.S. Court of Appeals for the District of Columbia Circuit,Judge,George W. Bush,Republican,,,Qualified,CADC1302, ,,2006-01-25,2006-01-25,2006-05-09,Reported (favorably),2006-05-11,Roll Call, 57/36,2006-05-26,2006-05-30,,,,,,Appointment to Another Judicial Position,2018-10-05
1392406,2,"Kavanaugh, Brett M.",Supreme Court,Supreme Court of the United States,Associate Justice,Donald J. Trump,Republican,,,Well Qualified,SCT0214,,,2018-07-10,2018-07-10,2018-09-04,Reported (favorably),2018-09-28,Roll Call, 50/48,2018-10-06,2018-10-06,,,,,,,
1383096,1,"Kay, Alan Cooke",U.S. District Court,U.S. District Court for the District of Hawaii,Judge,Ronald Reagan,Republican,,,Qualified,HID0301,98 Stat. 333,,1986-07-03,1986-07-08,1986-08-13,Reported (favorably),1986-09-11,Voice,  ,1986-09-12,1986-09-15,1991,1999,,,2000-01-02,,
1394121,1,"Kayatta, William Joseph, Jr.",U.S. Court of Appeals,U.S. Court of Appeals for the First Circuit,Judge,Barack Obama,Democratic,,,Well Qualified,CA10311, ,,2013-01-04,2013-01-04,,Reported (favorably),2013-02-07,Roll Call, 88/12,2013-02-13,2013-02-14,,,,,,,
1392716,1,"Kays, David Gregory",U.S. District Court,U.S. District Court for the Western District of Missouri,Judge,George W. Bush,Republican,,,Qualified,MOWD0506, ,,2007-11-15,2007-11-15,2008-04-03,Reported (favorably),2008-04-24,Voice,  ,2008-06-10,2008-06-19,2014,2019,,,,,
1383101,1,"Kazen, George P.",U.S. District Court,U.S. District Court for the Southern District of Texas,Judge,Jimmy Carter,Democratic,,,Well Qualified,TXSD1301,92 Stat. 1629,,1979-03-07,1979-03-08,1979-05-02,Reported (favorably),1979-05-08,Voice,  ,1979-05-10,1979-05-11,1996,2003,,,2009-05-31,Retirement,2018-03-09
1394691,1,"Kearney, Mark A.",U.S. District Court,U.S. District Court for the Eastern District of Pennsylvania,Judge,Barack Obama,Democratic,,,Qualified,PAED2602, ,,2014-06-16,2014-06-16,2014-07-24,Reported (favorably),2014-09-18,Voice,  ,2014-12-03,2014-12-04,,,,,,,
1383111,1,"Kearse, Amalya Lyle",U.S. Court of Appeals,U.S. Court of Appeals for the Second Circuit,Judge,Jimmy Carter,Democratic,,,Well Qualified,CA21301,92 Stat. 1629,,1979-05-03,1979-05-03,1979-06-07,Reported (favorably),1979-06-14,Voice,  ,1979-06-19,1979-06-21,,,,,2002-06-11,,
1383121,1,"Keeley, Irene Patricia Murphy",U.S. District Court,U.S. District Court for the Northern District of West Virginia,Judge,George H.W. Bush,Republican,,,Qualified,WVND0401,104 Stat. 5089,,1992-04-01,1992-04-01,1992-06-04,Reported (favorably),1992-06-11,Voice,  ,1992-08-11,1992-08-12,2001,2008,,,2017-08-12,,
1392991,1,"Keenan, Barbara Milano",U.S. Court of Appeals,U.S. Court of Appeals for the Fourth Circuit,Judge,Barack Obama,Democratic,,,Well Qualified,CA40503, ,,2009-09-14,2009-09-14,2009-10-07,Reported (favorably),2009-10-29,Roll Call, 99/0,2010-03-02,2010-03-09,,,,,,,
1383131,1,"Keenan, John Fontaine",U.S. District Court,U.S. District Court for the Southern District of New York,Judge,Ronald Reagan,Republican,,,Well Qualified,NYSD1903, ,,1983-09-13,1983-09-13,,Reported (favorably),1983-09-15,Voice,  ,1983-09-20,1983-09-20,,,,,1996-12-31,,
1383136,1,"Keep, Judith Nelsen",U.S. District Court,U.S. District Court for the Southern District of California,Judge,Jimmy Carter,Democratic,,,Qualified,CASD2001,92 Stat. 1629,,1980-05-09,1980-05-09,1980-06-10,Reported (favorably),1980-06-24,Voice,  ,1980-06-26,1980-06-30,1991,1998,,,,Death,2004-09-14
1383141,1,"Keeton, Robert Ernest",U.S. District Court,U.S. District Court for the District of Massachusetts,Judge,Jimmy Carter,Democratic,,,Well Qualified,MAD0701,92 Stat. 1629,,1979-01-25,1979-01-25,1979-02-27,Reported (favorably),1979-03-13,Voice,  ,1979-03-21,1979-03-23,,,,,2003-02-28,Retirement,2006-09-08
1383146,1,"Kehoe, James W.",U.S. District Court,U.S. District Court for the Southern District of Florida,Judge,Jimmy Carter,Democratic,,,Well Qualified,FLSD1501,92 Stat. 1629,,1979-07-18,1979-07-18,1979-09-12,Reported (favorably),1979-10-02,Voice,  ,1979-10-04,1979-10-05,,,,,1992-10-16,Death,1998-12-13
1383151,2,"Keith, Damon Jerome",U.S. Court of Appeals,U.S. Court of Appeals for the Sixth Circuit,Judge,Jimmy Carter,Democratic,,,Well Qualified,CA60902, ,,1977-09-28,1977-09-28,1977-10-11,Reported (favorably),1977-10-19,Voice,  ,1977-10-20,1977-10-21,,,,,1995-05-01,Death,2019-04-28
1383161,1,"Kelleher, Robert Joseph",U.S. District Court,U.S. District Court for the Central District of California,Judge,Richard M. Nixon,Republican,,,Qualified,CACD1401,84 Stat. 294,,1970-12-15,1970-12-15,,Reported (favorably),1970-12-17,Voice,  ,1970-12-17,1970-12-21,,,,,1983-03-05,Death,2012-06-20
1383171,1,"Keller, William Duffy",U.S. District Court,U.S. District Court for the Central District of California,Judge,Ronald Reagan,Republican,,,Well Qualified,CACD1801,98 Stat. 333,,1984-09-11,1984-09-11,1984-09-19,Reported (favorably),1984-09-28,Voice,  ,1984-10-03,1984-10-04,,,,,1999-10-29,,
1392181,1,"Kelley, Walter DeKalb, Jr.",U.S. District Court,U.S. District Court for the Eastern District of Virginia,Judge,George W. Bush,Republican,,,Well Qualified,VAED1102, ,,2003-10-31,2003-10-31,2004-03-10,Reported (favorably),2004-04-01,Roll Call, 94/0,2004-06-23,2004-08-16,,,,,,Resignation,2008-05-16
1394226,1,"Kelly, Claire Rita",Other,U.S. Court of International Trade,Judge,Barack Obama,Democratic,,,Well Qualified,CIT0803, ,,2013-01-04,2013-01-04,2013-01-23,Reported (favorably),2013-02-14,Voice,  ,2013-05-23,2013-05-28,,,,,,,
1383176,1,"Kelly, James McGirr",U.S. District Court,U.S. District Court for the Eastern District of Pennsylvania,Judge,Ronald Reagan,Republican,,,Qualified,PAED1702, ,,1983-06-21,1983-06-21,1983-07-22,Reported (favorably),1983-08-03,Voice,  ,1983-08-04,1983-08-06,,,,,1996-03-31,Death,2005-03-05
1394186,1,"Kelly, Jane Louise",U.S. Court of Appeals,U.S. Court of Appeals for the Eighth Circuit,Judge,Barack Obama,Democratic,,,Qualified,CA80410, ,,2013-01-31,2013-01-31,2013-02-27,Reported (favorably),2013-03-22,Roll Call, 96/0,2013-04-24,2013-04-25,,,,,,,
1390751,1,"Kelly, John David",U.S. Court of Appeals,U.S. Court of Appeals for the Eighth Circuit,Judge,William J. Clinton,Democratic,,,Qualified,CA81005, ,,1998-01-27,1998-01-27,1998-06-18,Reported (favorably),1998-06-25,Voice,  ,1998-07-31,1998-08-03,,,,,,Death,1998-10-21
1383181,1,"Kelly, Patrick F.",U.S. District Court,U.S. District Court for the District of Kansas,Judge,Jimmy Carter,Democratic,,,Well Qualified,KSD0403, ,,1980-04-14,1980-04-14,1980-05-01,Reported (favorably),1980-05-20,Voice,  ,1980-05-21,1980-05-23,1992,1995,,,1995-06-06,Retirement,1996-03-15
1383186,1,"Kelly, Paul Joseph, Jr.",U.S. Court of Appeals,U.S. Court of Appeals for the Tenth Circuit,Judge,George H.W. Bush,Republican,,,Well Qualified,CA101101,104 Stat. 5089,,1991-11-19,1991-11-19,1992-03-17,Reported (favorably),1992-04-08,Voice,  ,1992-04-08,1992-04-13,,,,,2017-12-31,,
1383191,1,"Kelly, Robert F.",U.S. District Court,U.S. District Court for the Eastern District of Pennsylvania,Judge,Ronald Reagan,Republican,,,Well Qualified,PAED2102, ,,1987-05-01,1987-05-04,1987-06-03,Reported (favorably),1987-06-23,Voice,  ,1987-06-25,1987-06-26,,,,,2001-07-17,,
3687506,1,"Kelly, Timothy James",U.S. District Court,U.S. District Court for the District of Columbia,Judge,Donald J. Trump,Republican,,,Well Qualified,DCD0212,,,2017-06-07,2017-06-07,2017-06-28,Reported (favorably),2017-07-13,Roll Call, 94/2,2017-09-05,2017-09-08,,,,,,,
1392326,1,"Kendall, Virginia Mary",U.S. District Court,U.S. District Court for the Northern District of Illinois,Judge,George W. Bush,Republican,,,Well Qualified,ILND0704, ,,2005-09-28,2005-09-28,2005-11-15,Reported (favorably),2005-11-17,Voice,  ,2005-12-21,2006-01-03,,,,,,,
1383201,1,"Kendall, [Elton] Joe",U.S. District Court,U.S. District Court for the Northern District of Texas,Judge,George H.W. Bush,Republican,,,Qualified,TXND1201,104 Stat. 5089,,1992-03-20,1992-03-20,1992-04-29,Reported (favorably),1992-05-07,Voice,  ,1992-05-12,1992-05-15,,,,,,Resignation,2002-01-22
1383211,1,"Kennedy, Anthony McLeod",U.S. Court of Appeals,U.S. Court of Appeals for the Ninth Circuit,Judge,Gerald Ford,Republican,,,Qualified,CA90803, ,,1975-03-03,1975-03-03,1975-03-18,Reported (favorably),1975-03-19,Voice,  ,1975-03-20,1975-03-24,,,,,,Appointment to Another Judicial Position,1988-02-17
1383211,2,"Kennedy, Anthony McLeod",Supreme Court,Supreme Court of the United States,Associate Justice,Ronald Reagan,Republican,,,Well Qualified,SCT0213, ,,1987-11-30,1987-11-30,1987-12-14,Reported (favorably),1988-02-01,Roll Call, 97/0,1988-02-03,1988-02-11,,,,,2018-07-31,,
1383216,1,"Kennedy, Cornelia Groefsema",U.S. District Court,U.S. District Court for the Eastern District of Michigan,Judge,Richard M. Nixon,Republican,,,Well Qualified,MIED0503, ,,1970-09-03,1970-09-09,1970-10-01,Reported (favorably),1970-10-05,Voice,  ,1970-10-06,1970-10-07,1977,1979,,,,Appointment to Another Judicial Position,1979-10-03
1383216,2,"Kennedy, Cornelia Groefsema",U.S. Court of Appeals,U.S. Court of Appeals for the Sixth Circuit,Judge,Jimmy Carter,Democratic,,,Well Qualified,CA61101,92 Stat. 1629,,1979-04-09,1979-04-09,1979-07-18,Reported (favorably),1979-09-11,Voice,  ,1979-09-25,1979-09-26,,,,,1999-03-01,Death,2014-05-12
1390521,1,"Kennedy, Henry Harold, Jr.",U.S. District Court,U.S. District Court for the District of Columbia,Judge,William J. Clinton,Democratic,,,Well Qualified,DCD1404, ,,1997-05-15,1997-05-15,1997-06-25,Reported (favorably),1997-07-10,Roll Call, 96/0,1997-09-04,1997-09-18,,,,,2011-11-18,,
1390941,1,"Kennelly, Matthew F.",U.S. District Court,U.S. District Court for the Northern District of Illinois,Judge,William J. Clinton,Democratic,,,Well Qualified,ILND0505, ,,1999-01-26,1999-01-26,1999-03-25,Reported (favorably),1999-03-25,Voice,  ,1999-04-15,1999-04-22,,,,,,,
5375101,1,"Kenney, Chad Francis, Sr.",U.S. District Court,U.S. District Court for the Eastern District of Pennsylvania,Judge,Donald J. Trump,Republican,,,Well Qualified,PAED2703,,,2017-12-20,2017-12-20,2018-05-09,Reported (favorably),2018-06-07,Voice,,2018-10-11,2018-10-24,,,,,,,
1383236,1,"Kent, Samuel B.",U.S. District Court,U.S. District Court for the Southern District of Texas,Judge,George H.W. Bush,Republican,,,Well Qualified,TXSD0504, ,,1990-08-03,1990-08-03,1990-09-21,Reported (favorably),1990-09-27,Voice,  ,1990-09-28,1990-10-01,,,,,,Resignation,2009-06-30
1383241,2,"Kent, W. Wallace",U.S. Court of Appeals,U.S. Court of Appeals for the Sixth Circuit,Judge,Richard M. Nixon,Republican,,,Well Qualified,CA60108, ,,1970-12-08,1970-12-08,1970-12-16,Reported (favorably),1970-12-16,Voice,  ,1970-12-16,1970-12-18,,,,,,Death,1973-05-28
1383246,1,"Kenyon, David Vreeland",U.S. District Court,U.S. District Court for the Central District of California,Judge,Jimmy Carter,Democratic,,,Qualified,CACD0302, ,,1980-06-20,1980-06-20,1980-08-05,Reported (favorably),1980-09-17,Voice,  ,1980-09-29,1980-09-30,,,,,1995-10-27,Retirement,1997-07-31
1383256,1,"Kern, Terence C.",U.S. District Court,U.S. District Court for the Northern District of Oklahoma,Judge,William J. Clinton,Democratic,,,Qualified,OKND0501,104 Stat. 5089,,1994-03-09,1994-03-09,1994-05-12,Reported (favorably),1994-05-25,Voice,  ,1994-06-08,1994-06-09,1996,2003,,,2010-01-04,,
5374586,1,"Kernodle, Jeremy Daniel",U.S. District Court,U.S. District Court for the Eastern District of Texas,Judge,Donald J. Trump,Republican,,,Qualified,TXED0703,,,2018-01-23,2018-01-23,2018-05-09,Reported (favorably),2018-06-07,Voice,,2018-10-11,2018-11-02,,,,,,,
1383281,1,"Kessler, Gladys",U.S. District Court,U.S. District Court for the District of Columbia,Judge,William J. Clinton,Democratic,,,Well Qualified,DCD1005, ,,1994-03-22,1994-03-22,1994-05-12,Reported (favorably),1994-06-14,Voice,  ,1994-06-15,1994-06-16,,,,,2007-01-22,,
1394796,1,"Ketchmark, Roseann Ambrosia",U.S. District Court,U.S. District Court for the Western District of Missouri,Judge,Barack Obama,Democratic,,,Qualified,MOWD0603, ,,2015-01-07,2015-01-07,2015-03-11,Reported (favorably),2015-04-23,Roll Call, 96/0,2015-09-08,2015-09-14,,,,,,,
1392731,1,"Kethledge, Raymond M.",U.S. Court of Appeals,U.S. Court of Appeals for the Sixth Circuit,Judge,George W. Bush,Republican,,,Well Qualified,CA60605, ,,2007-03-19,2007-03-19,2008-05-07,Reported (favorably),2008-06-12,Voice,  ,2008-06-24,2008-07-07,,,,,,,
1390526,1,"Kimball, Dale A.",U.S. District Court,U.S. District Court for the District of Utah,Judge,William J. Clinton,Democratic,,,Well Qualified,UTD0302, ,,1997-09-04,1997-09-04,1997-09-30,Reported (favorably),1997-10-09,Voice,  ,1997-10-21,1997-10-24,,,,,2009-11-30,,
7815626,1,"Kindred, Joshua Michael",U.S. District Court,U.S. District Court for the District of Alaska,Judge,Donald J. Trump,Republican,,,Qualified,AKD0105,,,2020-01-03,2020-01-03,,Reported (favorably),2020-01-16,Roll Call, 54/41,2020-02-12,2020-02-18,,,,,,,
1386716,1,"King, Carolyn Dineen",U.S. Court of Appeals,U.S. Court of Appeals for the Fifth Circuit,Judge,Jimmy Carter,Democratic,,,Qualified,CA51901,92 Stat. 1629,,1979-04-30,1979-04-30,1979-06-25,Reported (favorably),1979-07-10,Voice,  ,1979-07-12,1979-07-13,1999,2006,,,2013-12-31,,
1390681,1,"King, Garr M.",U.S. District Court,U.S. District Court for the District of Oregon,Judge,William J. Clinton,Democratic,,,Qualified,ORD0502, ,,1997-10-08,1997-10-08,1998-03-18,Reported (favorably),1998-03-26,Voice,  ,1998-04-27,1998-04-30,,,,,2009-01-30,Death,2019-02-05
1383326,1,"King, George H.",U.S. District Court,U.S. District Court for the Central District of California,Judge,William J. Clinton,Democratic,,,Well Qualified,CACD2701,104 Stat. 5089,,1995-04-27,1995-04-27,1995-06-27,Reported (favorably),1995-06-29,Voice,  ,1995-06-30,1995-06-30,2012,2016,,,,Retirement,2017-01-06
